,atheism,
,errand,
,provident,
,ratchet,
,stratosphere,
,obsolete,
,twitter,
,property,
,endear,
,interrogate,
,perplex,
,confer,
,velvet,
,pedigree,
,gallop,
,price,
,pastry,
,description,
,worn,
,pundit,
,bosom,
,basement,
1/28/2011,huff and puff,
,constituent,
,appal,
,benevolent,
,disposition,
3/30/2011,acknowledge,
5/14/2011,proprietor,
5/12/2011,belly,
5/11/2011,while,
5/10/2011,weed,
,meagre,
,cliche,
,aspire,
,inquire,
,defect,
,agony,
,hush,
,retain,
6/6/2012,pry,
7/19/2011,amphitheatre,
12/22/2011,mildew,
6/9/2012,sewage,
7/21/2012,fetch,
4/14/2012,throng,
5/13/2012,cannabis,
6/23/2011,conceal,
12/27/2011,wager,
2/2/2011,encumber,
12/28/2011,jargon,
12/29/2011,carol,
10/3/2012,squirt,
10/14/2012,viable,
7/11/2012,blaspheme,
5/20/2012,teem,
11/4/2012,recoil,
11/6/2012,circumference,
1/4/2012,wrinkle,
1/6/2012,acute,
1/8/2012,recollect,
1/10/2012,pine2,
1/18/2012,diffuse,
5/14/2011,buffet,
3/15/2011,hold out,
4/8/2011,pastoral,
1/25/2011,retreat,
5/28/2011,tunic,
11/17/2011,corrugated,
11/21/2011,flaw,
11/23/2011,optic,
8/8/2011,splinter,
8/9/2011,sprain,
11/20/2011,set out,
11/26/2011,furnish,
11/27/2011,fiddle,
11/30/2011,credence,
9/25/2011,rig,
12/1/2011,bleary,
12/3/2011,bow,
12/4/2011,lash,
12/5/2011,slug,
12/9/2011,luster,
12/10/2011,retard,
12/10/2011,bewilder,
12/11/2011,ornithology,
7/28/2011,brace,
12/15/2011,screech,
12/25/2011,usher,
9/2/2011,juggernaut,
12/16/2011,be dying for sth /to do sth,
12/17/2011,sore,
8/17/2011,gaunt,
12/17/2011,verify,
12/8/2011,gland,
12/20/2011,allude,
,brag,
,ominous,
,dispose of,
,deviate,
,impose,
,morbid,
,omnivorous,
,adorn,
,complement,
,turn sb out (of/from sth),
,esthetic,
,spawn,
,whirl,
,novice,
,figurative,
,provoke,
,omnipotent,
,diagnose,
,hype,
,confide,
3/10/2011,disperse,
2/18/2011,unleash,
,vary,
,tomb,
,estimate,
,as for sb/sth,
,manuscript,
,second,
,marsh,
,explore,
,plural,
,heredity,
,dissipate,
,till,
,consternation,
,erstwhile,
,barely,
,patent,
,revise,
,Arctic,
,conference,
,blunt,
,hostile,
,baffle,
,exemplary,
,encroach,
,proceed,
,incompatible,
,protagonist,
,declare,
,signify,
,lame,
,flatter,
,torture,
,superstition,
,litter,
,gutter,
,unanimous,
,ambush,
,repent,
,absurd,
,deduct,
,meek,
,hem sb in,
,accretion,
,fecund,
,vengeance,
,flour,
,outright,
,flirt,
,compassion,
,deliberate,
,swine,
,arrears,
,vanity,
,ajar,
,demote,
,take one's toll,
7/14/2011,rock,
8/20/2011,till 2 3,
4/17/2011,tip,
4/18/2011,grab,
4/19/2011,booth,
,shove,
,coin,
,derision,
,jurisdiction,
,coward,
2/10/2011,execution,
,draw sth out,
2/21/2011,overture,
4/7/2011,correspond,
4/8/2011,foremost,
4/8/2011,kick,
4/14/2011,slog,
4/15/2011,fatigue,
4/15/2011,dew,
4/16/2011,cast,
2/18/2011,wary,
3/11/2011,rift,
,ranch,
6/15/2011,go after sb/sth,
7/16/2011,cave,
7/16/2011,funnel,
7/25/2011,tan,
6/11/2011,sway,
5/21/2011,stow,
4/28/2011,squawk,
7/20/2011,spill,
6/6/2011,speckle,
,scrub,
,sag,
7/14/2011,rumble,
6/3/2011,ripe,
5/5/2011,reek,
8/7/2011,rip,
6/7/2011,puff,
,protrude,
,prop (sb up against sth),
7/17/2011,prompt,
5/15/2011,pound,
,petition,
,obliterate,
,obedient,
,implicit,
5/10/2011,hiss,
6/3/2011,grunt,
7/17/2011,grip,
,gorge,
6/23/2011,giggle,
6/24/2011,frown,
5/30/2011,fluff,
4/17/2011,flop,
6/12/2011,file2,
,fidelity,
6/10/2011,fester,
6/20/2011,excavate,
,exacerbate,
,ex-,
,entwine,
,dwindle,
5/6/2011,droop,
,dread,
6/4/2011,draught,
,doom,
6/5/2011,dip,
6/8/2011,dine,
,digest,
8/7/2011,detach,
6/3/2011,dangle,
5/11/2011,damp,
4/28/2011,cram,
,contemporary,
,constitute,
,console,
,conduct,
,concise,
,complete,
7/15/2011,buck,
,bring sth about,
5/23/2011,bound2,
,betray,
,aggravate,
5/1/2011,adore,
8/13/2011,ascend,
,look askance at sb,
5/1/2011,cork,
4/27/2011,adjacent,
4/16/2011,taut,
8/3/2011,ventilate,
8/11/2011,dent,
7/27/2011,dazzle,
8/8/2011,brute,
8/2/2011,pale,
8/2/2011,set off,
5/5/2011,salmon,
8/27/2011,nap,
8/28/2011,pluck,
8/28/2011,dusk,
8/30/2011,sort,
9/1/2011,angular,
8/4/2011,gulp,
8/25/2011,barn,
8/15/2011,dash,
9/9/2011,jig,
9/10/2011,drift,
9/11/2011,due,
7/28/2011,crest,
9/12/2011,weary,
9/14/2011,discard,
8/2/2011,throb,
8/6/2011,plague,
7/31/2011,hump,
9/20/2011,enigma,
9/21/2011,spook,
9/22/2011,conform,
9/23/2011,walnut,
9/6/2011,use sth up,
9/9/2011,fathom,
9/27/2011,durable,
9/28/2011,bleed,
6/18/2011,garbage,
10/1/2011,locate,
6/18/2011,stack,
4/21/2011,haul,
10/8/2011,hoof,
5/25/2011,grade,
9/7/2011,ripple,
9/8/2011,smack,
10/10/2011,slant,
10/10/2011,broil,
10/12/2011,peer,
10/14/2011,adolescence,
10/18/2011,municipal,
10/19/2011,remorse,
9/20/2011,choke,
10/20/2011,rally,
10/20/2011,thud,
10/21/2011,thump,
10/22/2011,subdivide,
10/24/2011,chamber,
10/24/2011,flambe,
7/2/2011,flush,
10/29/2011,intersect,
7/20/2011,cane,
11/1/2011,catfish,
11/1/2011,tickle,
9/4/2011,serene,
11/4/2011,brass,
4/23/2011,unabashed,
11/6/2011,tap,
11/7/2011,elongate,
10/6/2011,hide2,
9/18/2011,hypodermic,
9/5/2011,plod,
11/9/2011,reef,
11/11/2011,headlong,
11/13/2011,lumber,
11/15/2011,rebel,
7/29/2011,hilt,
11/15/2011,hail,
12/20/2011,1 deduce 2 deduct,
,combustion,
,status quo,
,cloak,
,hindsight,
,stud,
5/7/2011,jolly,
,crave,
,glue,
,valid,
,herald,
,emulate,
,forage,
,twitch,
,send for sth,
,grim,
,inertia,
,imminent,
,clench,
,moor,
,peel,
,pebble,
,stale,
,swift,
,sober,
,pre-empt,
,deft,
,shiver,
,martial,
,deteriorate,
,bald,
,devour,
,assume,
,embryo,
,ornament,
,rub,
,mass,
,pretend,
,mourn,
,specimen,
,fervent,
,humble,
,loom,
,posture,
,presentiment,
,sinew,
4/26/2011,slither,
5/4/2011,row,
5/1/2011,congregate,
,traitor,
,hymn,
4/24/2011,breech,
5/25/2011,telescope,
5/15/2011,ostrich,
5/16/2011,dim,
5/2/2011,sow,
,huddle,
,proportion,
,cradle,
,sour,
,spit,
,poignant,
,lump,
,deduce,
,detain,
,lodge,
,alder,
6/26/2011,nought,
6/27/2011,indifferent,
5/13/2011,vine,
7/3/2011,galley,
,salute,
,ballet,
7/7/2011,coronation,
7/12/2011,halfway,
7/10/2011,nucleus,
8/21/2017,battery,
7/17/2011,offshore,
7/18/2011,quarter,
,part and parcel of sth,
7/21/2011,slab,
7/23/2011,rank,
7/24/2011,principal,
7/14/2011,couch,
7/22/2011,arena,
7/25/2011,pigtail,
8/4/2011,kettle,
8/4/2011,alcove,
8/9/2011,bead,
8/23/2011,compartment,
8/25/2011,brow,
1/20/2012,amiss,
,approve,
,peculiar,
,define,
,initiate,
,appropriate,
,appreciation,
,accuracy,
,shred,
,derogatory,
,kindle,
,relevant,
1/21/2012,pith,
,attempt,
,resident,
,precede,
,predict,
,acute,
,harsh,
,devise,
1/23/2012,tumult,
11/26/2012,whiff,
5/20/2011,munch,
7/6/2011,clip2,
1/25/2012,rudder,
1/26/2012,malice,
1/27/2012,hoard,
4/30/2011,enamel,
,ugly,
4/8/2011,advisable,
,regard,
,hideous,
1/27/2012,manacle,
1/28/2012,commute,
1/29/2012,seal,
,inroad,"an achievement, etc, esp one made at the expense of others"
2/1/2012,abide,
2/6/2012,cornice,
,immediate,
,glimpse,
,mutation,
2/7/2012,spade,
2/8/2012,muzzle,
2/9/2012,scorch,
2/11/2012,succumb,
2/11/2012,adverse,
2/4/2011,molest,
4/8/2011,overdraw,
,deceive,
,contend,
5/9/2011,periodic,
4/24/2011,pen2,
4/24/2011,plump,
4/24/2011,lawn,
4/25/2011,ruddy,
,ambiguous,
,tinge,
,prone,
,arc,
,contain,
,deem,
,conspicuous,
,precursor,
,latent,
,clutch,
,awry,
,rear2,
,demise,
,gratify,
,abrupt,
,venom,
,irk,
,invert,
,reinstate,
,tariff,
,intact,
,overt,
,centrifugal,
,contempt,
,perceive,
,ostentation,
,gasp,
,cramp,
,rein,
,ellipse,
,oval,
,insulate,
,tempest,
,efficient,
,sufficient,
,incline,
,symmetry,
,consistent,
,integrate,
4/27/2011,ladle,
4/28/2011,breed,
4/29/2011,pivot,
,resume,
,crank,
6/1/2011,tinder,
,dispute,
4/12/2011,iridescent,
6/7/2011,filter,
6/7/2011,ankle,
6/14/2011,quinine,
6/21/2011,profile,
6/23/2011,duel,
8/16/2011,moist,
2/16/2012,contain,
1/1/2012,detain,
2/18/2012,flounder,
2/19/2012,ledge,
2/20/2012,stave,
11/24/2011,murk,
2/21/2012,"decency
decent",
2/22/2012,winnow,
2/22/2012,rabble,
8/19/2011,glitter,
9/16/2011,seedy,
2/28/2012,oscillate,
2/28/2012,drought,
2/29/2012,ditch,
3/4/2012,altitude,
3/5/2012,fume,
,revolt,
1/5/2012,frantic,
6/6/2011,minute,
,fume,
8/12/2011,run out,
12/22/2011,florid,
12/25/2011,slumber,
3/12/2012,revere,
3/9/2012,forfeit,
3/17/2012,contour,
3/17/2012,relay,
1/2/2012,comrade,
,abundant,
3/27/2012,turret,
2/25/2012,hone,
3/29/2012,draw out,
3/29/2012,suffrage,
2/19/2012,hibernate,
12/2/2012,chore,
12/1/2012,scruple,
10/8/2012,masquerade,
3/10/2012,swarm,
11/8/2012,supplant,
6/30/2011,crackle,
3/31/2012,draw on,
10/7/2011,impair,
1/5/2012,grope,
6/30/2012,numb,
1/24/2012,despondent,
2/4/2012,abdomen,
10/1/2012,prim,
9/29/2012,diaspora,
5/2/2012,certify,
9/26/2012,inscribe,
9/17/2012,rend,
9/15/2012,relish,
5/4/2012,scour,
9/1/2012,hark,
1/25/2012,snug,
8/16/2012,ratify,
5/15/2012,inept,
4/3/2012,acquit,
8/5/2012,barrage,
6/26/2012,fret,
5/25/2012,wince,
7/19/2012,pelt,
7/8/2012,gut,
5/5/2012,relinquish,
6/14/2012,romp,
5/28/2012,relent,
3/23/2012,proxy,
6/13/2012,swap,
10/16/2011,gleam,
12/6/2011,celibate,
2/1/2012,dove,
2/3/2012,hulk,
5/19/2012,seam,
4/17/2012,warden,
3/30/2012,vernacular,
3/27/2012,glaze,
2/12/2012,dormant,
1/21/2012,auxiliary,
11/25/2011,broth,
7/29/2011,plank,
4/14/2012,taper,
4/26/2012,notch,
4/29/2012,dire,
4/28/2012,+1paternal +2paternity,
1/13/2012,persevere,
4/22/2012,recuperate,
8/5/2011,tilt,
5/9/2012,lull,
8/3/2011,placid,
4/11/2012,cosy (US cozy),
4/5/2012,indict,
4/1/2012,propitiate,
1/29/2012,wreak,
1/17/2012,repel,
3/3/2012,auspices,
3/2/2012,unanimous,
12/21/2012,nudge,
9/2/2012,sally,
9/22/2012,fusty,
12/24/2012,bonnet,
12/26/2012,+1 curd +2 curdle ,
12/28/2012,skew,
12/30/2012,rake,
12/31/2012,scar,
1/1/2013,scout,
1/4/2013,slack,
1/4/2013,sprout,
11/16/2012,meander,
1/6/2013,hue,
5/22/2012,snub,
1/8/2013,leave2,
1/16/2013,wafer,
1/17/2013,spate,
1/18/2013,throttle,
1/20/2013,dainty,
1/20/2013,reproach,
1/22/2013,pinch,
1/22/2013,mantle,
1/24/2013,char,
1/25/2013,go over,
1/25/2013,rinse,
1/15/2012,growl,
8/29/2018,supply chain management (SCM),
8/18/2018,Business process re-engineering (BPR),
8/30/2018,Salesforce management systems (also sales force automation systems (SFA)),
1/28/2013,writ,
1/30/2013,vein,
2/3/2013,far and away,
1/30/2013,stool,
2/8/2013,racket2,
2/9/2013,repent,
2/10/2013,take-away (US take-out),
2/11/2013,keel,
5/29/2018,Unified Modeling Language (UML),
9/6/2018,Internet of Things (IoT),
8/31/2018,Factory automation infrastructure,
2/14/2013,quench,
2/16/2013,concourse,
6/21/2012,prune2,
9/8/2012,mitigate,
2/18/2013,dregs,
2/21/2013,gnarled,
2/26/2013,litter,
2/1/2013,confine,
9/10/2018,superscalar,
8/28/2018,Enterprise resource planning (ERP),
9/8/2018,service-oriented architecture (SOA),
3/2/2013,recoil,
3/4/2013,voucher,
3/8/2013,lodge,
12/23/2012,shroud,
3/11/2013,hand,
2/9/2012,impel,
9/14/2018,Gigabit Ethernet (GbE or 1 GigE),
6/6/2018,Multiprocessing,
3/1/2013,increment,
9/13/2018,Mask ROM (MROM),
9/19/2018,USB 3.0,
3/14/2013,contend,
6/25/2012,shunt,
3/16/2013,-driven,
12/25/2012,clasp,
1/3/2013,shabby,
12/18/2012,droop,
3/22/2013,peeve,
3/23/2013,enroll,
3/24/2013,soot,
3/26/2013,lottery,
3/26/2013,fireproof,
3/27/2013,quaver,
3/30/2013,jut,
3/31/2013,replenish,
4/4/2013,slouch,
4/12/2013,bliss,
4/16/2013,cudgel,
9/28/2018,Advanced Access Content System (AACS),
10/4/2018,The GNU Compiler Collection (GCC),
9/27/2018,Secure Digital eXtended Capacity (SDXC),
6/24/2018,"SMTP Authentication, SMTP AUTH",
6/26/2018,Standard Generalized Markup Language (SGML),
4/26/2013,rift,
4/27/2013,centipede,
12/7/2012,fidget,
4/28/2013,register,
10/27/2013,lintel,
9/6/2013,pupil,
1/22/2014,contingency,
10/22/2013,perpendicular,
5/2/2013,misgiving,
9/18/2012,complicity,
5/18/2013,apostle,
5/20/2013,coddle,
5/21/2013,acronym,
5/22/2013,stunt,
2/27/2013,livery,
5/23/2013,redeem,
11/29/2012,strut,
10/27/2012,scourge,
6/2/2013,ferment,
6/11/2013,nest,
1/9/2013,shimmer,
6/15/2013,short circuit,
6/16/2013,redundant,
3/29/2013,rule out,
1/7/2013,cleave,
7/2/2013,membrane,
11/21/2011,scurry,
5/3/2012,+1 canvas +2 canvass,
4/1/2012,subvert,
7/17/2013,eclectic,
7/19/2013,superfluous,
7/20/2013,obsolete,
7/25/2013,figurative,
7/15/2013,patrimony,
7/26/2013,treatise,
7/29/2013,+1 bronchial +2 bronchitis,
2/18/2013,array,
2/23/2013,leech,
3/22/2012,disdain,
8/12/2013,canter,
6/3/2013,foremost,
7/4/2013,cameo,
10/12/2012,fraternity,
1/13/2013,sallow,
1/17/2013,forlorn,
9/3/2013,complementary,
9/18/2013,homage,
9/25/2013,postulate,
10/6/2013,undulate,
10/9/2013,sizzle,
10/11/2013,supple,
9/28/2012,snout,
10/19/2013,sublime,
3/10/2013,apprehensive +v apprehend,
2/12/2013,+1 salve +2 salver,
10/25/2013,alloy,
10/29/2013,counterpoint,
11/13/2013,porous porosity,
11/21/2013,agile,
11/20/2013,epitome,
12/3/2013,incur,
12/11/2013,jettison,
12/16/2013,unkempt,
11/14/2013,requisite,
12/19/2013,percolate,
5/9/2013,scamper,
12/28/2013,condescend,
8/27/2013,ascendant,
2/21/2014,thug,
2/26/2014,castrate,
9/29/2013,syntax,
11/28/2013,hyperbole,
3/14/2014,disgorge,
3/15/2014,exasperate,
3/20/2014,repugnance,
7/9/2013,insouciance,
2/25/2012,bristle,
4/1/2014,plop,
2/8/2013,hoot,
4/7/2014,emanate,
4/17/2014,outright,
4/18/2014,aeon,
1/27/2014,lichen,
5/21/2014,pout,
2/19/2014,ensconce,
9/9/2013,contiguous,
6/24/2014,toe the line,
12/20/2013,piquant,
5/23/2012,incense,
6/29/2014,mint,
6/9/2014,tenacious,
7/8/2014,disposed,
7/15/2014,quip,
7/16/2014,flap,
12/22/2013,quash,
7/26/2014,endoscope,
7/29/2014,kidney,
8/15/2014,phylum,
8/17/2014,secrete,
5/22/2014,blister,
8/22/2014,taxonomy,
8/7/2014,vertebrate,
9/13/2014,flaunt,
9/18/2014,defy,
9/29/2014,ammonoid,
11/29/2013,intrude,
7/27/2014,effervescence,
5/2/2014,inadvertently,
9/12/2014,coagulate,
10/10/2014,sidle,
10/16/2014,rudiment,
6/1/2014,bleat,
7/24/2013,clause,
7/2/2014,triage,
10/26/2014,scald,
6/14/2014,snip,
11/8/2013,foyer,
11/4/2014,giddy,
11/6/2014,eel,
11/15/2014,divulge,
11/17/2014,psalm,
11/20/2014,prodigal,
11/30/2014,pounce,
12/7/2014,appendage,
4/25/2014,ruffle,
9/15/2014,scoff,
12/15/2014,patronize,
12/19/2014,transpire,
12/28/2014,augur,
12/29/2014,pageant,
1/2/2015,repose,
10/12/2014,tantalize,
1/7/2015,graft,
1/10/2015,scuffle,
9/23/2014,glower,
1/14/2015,gloat,
1/15/2015,peruse,
1/25/2015,host,
1/27/2015,propitiate,
2/8/2015,omen,
12/14/2013,fit sb/stn out/up (with sth),
2/13/2015,impart,
2/14/2015,humble,
1/22/2015,sap,
3/5/2015,dread,
9/1/2014,enzyme,
3/19/2015,Rastafarian,
3/21/2015,smug,
3/22/2015,incumbent,
11/25/2014,cipher,
12/6/2014,transfix,
2/18/2015,mitre,
3/27/2015,tithe,
4/2/2015,stipulate,
3/6/2015,complacent,
12/20/2014,ablution,
1/30/2015,inveterate,
3/23/2015,pall,
2/2/2015,abject,
9/16/2018,"RS-232, Recommended Standard 232",
9/30/2018,Apache Hadoop ( /h??du?p/),
10/4/2018,Apache Kafka,
11/14/2014,penitential,
2/27/2014,indignant,
10/2/2018,SHA-2 (Secure Hash Algorithm 2),
10/7/2018,Apache Storm,
10/9/2018,Real-Time Messaging Protocol (RTMP),
4/5/2018,bistable,
4/6/2018,IEEE 1394,
9/1/2013,plastic,
,avert,
10/5/2018,Apache Spark,
10/8/2018,Real Time Streaming Protocol (RTSP),
10/11/2018,MPEG-7,
6/27/2018,SOAP (originally Simple Object Access Protocol) ,
,Serial ATA,
10/13/2018,dump,
10/18/2018,Planning Game,
10/10/2018,H.323,
4/16/2018,Integrated Drive Electronics,
1/26/2014,bent,
10/7/2018,"H.264 or MPEG-4 Part 10, Advanced Video Coding (MPEG-4 AVC)",
10/13/2018,Internet Control Message Protocol (ICMP),
10/17/2018,Extreme programming (XP),
4/15/2018,Small Computer System Interface (SCSI) ,
10/14/2018,netstat (network statistics),
10/19/2018,Test-driven development (TDD),
4/16/2012,entice,
9/5/2013,cater,
2/8/2014,drawl,
11/26/2013,casket,
12/31/2013,louvre,
7/9/2014,tingle,
10/20/2018,variables sampling plan,
7/24/2018,Information security management (ISM),
7/6/2018,Hamming codes,
7/25/2018,disassembler,
10/26/2018,conjecture,
7/30/2018,cryptographic hash function,
4/29/2018,Supervisor Call instruction (SVC),
8/31/2011,"â€˜+1 prodigious
+2 prodigy",
8/8/2013,reflective,
5/3/2018,Least recently used (LRU),
5/4/2018,Least-frequently used (LFU),
8/12/2018,intrusion detection system (IDS),
8/8/2018,web application firewall (or WAF),
8/14/2018,Scope Management,
8/13/2018,function point,
8/17/2018,Business continuity planning (or business continuity and resiliency planning),
8/21/2018,service-level agreement (SLA),
8/22/2018,Electronics manufacturing services (EMS),
5/18/2018,Adder (electronics),
8/24/2018,"Corporate social responsibility (CSR, also called corporate sustainability, sustainable business, corporate conscience, corporate citizenship or responsible business)",
8/19/2018,Business process management (BPM),
8/26/2018,Delphi method (/?d?lfa?/ DEL-fy),
8/27/2018,enterprise architecture framework (EA framework),
9/2/2018,Customer relationship management (CRM),
5/24/2018,Assembly language,
8/25/2018,code generator,
9/4/2018,Electronic data interchange (EDI),
9/5/2018,"User-generated content (UGC), alternatively known as user-created content (UCC)",
9/3/2018,Radio-frequency identification (RFID),
8/26/2018,Dynamic linker,
5/27/2018,Reentrancy (computing),
